trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.2, 'e': 0.15881742610692068}",25,17,3.7648276571054122,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.2, 'e': 0.1572371663136276}",30,8,31.491407604192716,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.2, 'e': 0.1556726303679973}",20,15,6.821313048736238,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.2, 'e': 0.1541236618151314}",30,21,6.18710514862417,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.2, 'e': 0.15259010575688386}",30,9,-14.454494928341198,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.2, 'e': 0.15107180883637084}",25,5,23.77893071704332,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.2, 'e': 0.14956861922263504}",25,12,2.8069639629131116,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
192,False,"{'a': 0.2, 'e': 0.14808038659546244}",20,0,17.648143488935105,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
193,False,"{'a': 0.2, 'e': 0.14660696213035015}",25,7,9.801431569627525,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
194,False,"{'a': 0.2, 'e': 0.14514819848362373}",25,3,26.1667556948024,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.2, 'e': 0.14370394977770293}",20,11,18.428945371105893,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.2, 'e': 0.1422740715865136}",30,18,12.450061033488517,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.2, 'e': 0.140858420921045}",30,15,4.558372648959612,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
198,False,"{'a': 0.2, 'e': 0.13945685621505094}",25,2,22.625467590565602,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.2, 'e': 0.13806923731089282}",25,8,22.62263082682565,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.2, 'e': 0.13669542544552385}",25,19,2.823682727364778,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.2, 'e': 0.1353352832366127}",25,19,-1.3377044381888639,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.2, 'e': 0.13398867466880493}",20,10,9.290097830208705,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.2, 'e': 0.13265546508012172}",30,13,21.3004112211703,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.2, 'e': 0.13133552114849303}",20,9,6.23151213973025,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.2, 'e': 0.1300287108784259}",20,11,18.053849888869852,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.2, 'e': 0.12873490358780423}",30,10,-16.055195160982585,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
207,False,"{'a': 0.2, 'e': 0.12745396989482075}",25,10,24.35305096103536,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.2, 'e': 0.12618578170503877}",20,10,18.9172174723846,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.2, 'e': 0.12493021219858241}",25,15,14.261280502354133,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.2, 'e': 0.12368713581745483}",30,21,19.553353016195036,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.2, 'e': 0.1224564282529819}",30,8,36.82099181238848,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.2, 'e': 0.12123796643338168}",25,20,9.418429471337246,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.2, 'e': 0.12003162851145673}",20,11,17.394207759137473,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.2, 'e': 0.11883729385240965}",25,16,-22.95583870365448,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
215,False,"{'a': 0.2, 'e': 0.11765484302177918}",25,13,22.948179301832955,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.2, 'e': 0.11648415777349697}",25,15,20.924321278602793,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.2, 'e': 0.11532512103806251}",30,19,4.344952159704332,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.2, 'e': 0.1141776169108365}",30,10,37.202853987861836,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.2, 'e': 0.11304153064044985}",20,16,8.557824102456635,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.2, 'e': 0.11191674861732888}",25,18,12.750417305055617,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.2, 'e': 0.11080315836233387}",25,8,-5.469996492065383,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
222,False,"{'a': 0.2, 'e': 0.10970064851551141}",20,11,3.890027807071586,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.2, 'e': 0.10860910882495796}",30,11,-13.791606528823943,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
224,False,"{'a': 0.2, 'e': 0.10752843013579495}",30,20,16.79288893650953,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.2, 'e': 0.1064585043792528}",20,16,7.589673646166951,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.2, 'e': 0.10539922456186433}",20,12,5.8609422585086035,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.2, 'e': 0.104350484754765}",25,18,13.54939990982243,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.2, 'e': 0.1033121800831002}",20,11,-27.073416528784637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
229,False,"{'a': 0.2, 'e': 0.10228420671553744}",30,22,18.19323540140335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.2, 'e': 0.1012664618538834}",20,12,14.037578410061155,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.2, 'e': 0.1002588437228037}",20,13,13.357134419093367,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.2, 'e': 0.09926125155964566}",25,11,7.012201272460607,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.2, 'e': 0.09827358560436154}",20,12,13.746957088280357,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.2, 'e': 0.09729574708953276}",20,13,16.658096866729107,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.2, 'e': 0.09632763823049303}",20,16,8.76012574085535,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.2, 'e': 0.09536916221554961}",20,9,19.31118256080272,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.2, 'e': 0.09442022319630235}",25,5,-8.68958302012907,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
238,False,"{'a': 0.2, 'e': 0.09348072627805847}",20,12,2.3862494834442627,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.2, 'e': 0.09255057751034329}",20,2,16.35635379453703,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.2, 'e': 0.09162968387750484}",25,18,12.948141244251381,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.09071795328941251}",20,16,6.058801866841052,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.2, 'e': 0.08981529457224763}",20,6,-16.03805893023989,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
243,False,"{'a': 0.2, 'e': 0.08892161745938634}",25,13,21.812509711005283,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.2, 'e': 0.08803683258237255}",30,16,1.7613442272773163,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
245,False,"{'a': 0.2, 'e': 0.0871608514619813}",25,10,25.35214098118444,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.2, 'e': 0.0862935864993705}",20,9,6.025064391550048,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.2, 'e': 0.08543495096732123}",25,7,18.579444877677954,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.2, 'e': 0.08458485900156469}",25,6,33.644487140757,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.2, 'e': 0.08374322559219596}",20,12,3.115274641603476,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.08290996657517266}",25,18,6.663573224232344,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.2, 'e': 0.0820849986238988}",20,9,20.640765668061867,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.2, 'e': 0.08126823924089167}",25,14,21.540628487788613,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.2, 'e': 0.08045960674953244}",20,9,11.430419644710007,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.2, 'e': 0.07965902028589801}",25,11,2.4336610977105053,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
255,False,"{'a': 0.2, 'e': 0.07886639979067495}",20,6,-18.572587462799984,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
256,False,"{'a': 0.2, 'e': 0.07808166600115313}",25,3,19.283397190081363,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.2, 'e': 0.07730474044329974}",25,15,-24.19921052494564,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.2, 'e': 0.07653554542391151}",20,9,21.702397229546484,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.2, 'e': 0.07577400402284548}",25,17,11.080390130421407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.07502004008532698}",30,13,30.849606414051074,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.2, 'e': 0.07427357821433388}",30,22,15.738081141090056,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.2, 'e': 0.0735345437630571}",20,0,23.59883160795316,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
263,False,"{'a': 0.2, 'e': 0.07280286282743559}",20,12,-0.08675411263235855,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.2, 'e': 0.0720784622387661}",25,14,23.336318645068324,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.2, 'e': 0.07136126955638605}",25,11,-18.14494012313458,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
266,False,"{'a': 0.2, 'e': 0.0706512130604296}",20,11,10.158649492699649,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.2, 'e': 0.06994822174465536}",20,16,7.658823104585686,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.2, 'e': 0.069252225309346}",25,18,12.91713422140501,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.2, 'e': 0.06856315415427791}",20,3,27.72837384781223,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.2, 'e': 0.06788093937176144}",30,15,18.253142743210095,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.2, 'e': 0.06720551273974976}",25,18,14.130079999560811,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.2, 'e': 0.06653680671501686}",20,6,27.287864229441254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.2, 'e': 0.06587475442640295}",25,16,15.774301545639757,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.2, 'e': 0.06521928966812753}",20,10,20.02018431115314,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.2, 'e': 0.06457034689316847}",20,0,30.807018391723197,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.2, 'e': 0.06392786120670757}",20,12,18.766209836137453,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.2, 'e': 0.0632917683596407}",25,7,33.72933777775472,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.2, 'e': 0.06266200474215315}",20,8,11.01966603887373,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.2, 'e': 0.06203850737735829}",30,18,23.987877076817373,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.2, 'e': 0.06142121391500013}",25,2,11.04707787031241,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
281,False,"{'a': 0.2, 'e': 0.06081006262521795}",25,16,19.84557469564421,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.06020499239237354}",20,6,19.664188462416632,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.2, 'e': 0.05960594270893937}",20,9,20.13339511684205,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.2, 'e': 0.05901285366944784}",20,6,24.34769433094284,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.2, 'e': 0.05842566596450083}",20,10,16.994293454007725,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.2, 'e': 0.057844320874838456}",20,5,20.78956040046657,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.2, 'e': 0.05726876026546736}",20,13,11.457701931895281,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.2, 'e': 0.0566989265798469}",30,19,23.88638185903821,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.2, 'e': 0.056134762834133725}",30,18,11.739579940304324,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.2, 'e': 0.05557621261148306}",25,0,35.23290739150249,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.2, 'e': 0.05502322005640723}",20,14,9.255159881456368,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.2, 'e': 0.05447572986918986}",30,15,27.746129697137178,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.2, 'e': 0.05393368730035602}",25,1,39.741566009569226,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.2, 'e': 0.053397038145197084}",20,16,7.59166233415918,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.2, 'e': 0.05286572873835037}",20,10,19.51116559106154,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.2, 'e': 0.05233970594843238}",25,15,19.83649060993696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.2, 'e': 0.05181891717272583}",20,13,13.480768076778338,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.2, 'e': 0.05130331033191911}",25,13,23.77655159611754,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
